-2.471276,4.236473,8.355266
-2.432049,4.236473,8.433719
-2.432049,4.197246,8.472946
-2.432049,4.236473,8.394492
-2.432049,4.197246,8.433719
-2.432049,4.197246,8.433719
-2.432049,4.236473,8.433719
-2.471276,4.275699,8.394492
-2.392823,4.197246,8.433719
-2.471276,4.236473,8.512172
-2.432049,4.197246,8.433719
-2.392823,4.236473,8.394492
-2.471276,4.197246,8.355266
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.432049,4.275699,8.394492
-2.432049,4.197246,8.394492
-2.432049,4.236473,8.512172
-2.471276,4.236473,8.433719
-2.392823,4.197246,8.472946
-2.432049,4.197246,8.433719
-2.471276,4.236473,8.472946
-2.471276,4.275699,8.394492
-2.432049,4.197246,8.512172
-2.471276,4.236473,8.394492
-2.471276,4.275699,8.433719
-2.471276,4.236473,8.433719
-2.432049,4.158020,8.472946
-2.432049,4.275699,8.433719
-2.471276,4.275699,8.433719
-2.392823,4.158020,8.433719
-2.432049,4.197246,8.472946
-2.432049,4.275699,8.433719
-2.432049,4.197246,8.472946
-2.432049,4.197246,8.472946
-2.432049,4.236473,8.394492
-2.432049,4.236473,8.472946
-2.432049,4.197246,8.472946
-2.471276,4.236473,8.472946
-2.432049,4.197246,8.433719
-2.432049,4.236473,8.512172
-2.432049,4.197246,8.433719
-2.471276,4.275699,8.394492
-2.432049,4.236473,8.394492
-2.157463,4.393379,8.786758
-2.432049,4.275699,8.512172
-2.471276,4.197246,8.551399
-2.353596,4.393379,8.472946
-2.510502,4.118793,8.551399
-2.510502,4.354153,8.433719
-2.510502,4.001113,8.472946
-2.471276,4.001113,8.276813
-2.510502,4.393379,8.276813
-2.471276,4.158020,8.512172
-2.392823,4.236473,8.551399
-2.471276,4.236473,8.394492
-2.471276,4.275699,8.433719
-2.392823,4.158020,8.433719
-2.471276,4.236473,8.433719
-2.432049,4.275699,8.355266
-2.392823,4.158020,8.433719
-2.432049,4.197246,8.433719
-2.471276,4.314926,8.433719
-2.432049,4.236473,8.472946
-2.432049,4.236473,8.472946
-2.432049,4.275699,8.433719
-2.471276,4.236473,8.433719
-2.471276,4.236473,8.472946
-2.392823,4.236473,8.433719
-2.471276,4.236473,8.355266
-2.471276,4.275699,8.472946
-2.432049,4.197246,8.472946
-2.432049,4.275699,8.433719
-2.392823,4.236473,8.355266
-2.471276,4.236473,8.433719
-2.432049,4.236473,8.355266
-2.471276,4.275699,8.512172
-2.471276,4.275699,8.394492
-2.432049,4.236473,8.472946
-2.432049,4.197246,8.472946
-2.471276,4.236473,8.394492
-2.392823,4.197246,8.472946
-2.432049,4.158020,8.433719
-2.432049,4.275699,8.433719
-2.471276,4.275699,8.433719
-2.432049,4.197246,8.472946
-2.471276,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.471276,4.236473,8.433719
-2.432049,4.197246,8.472946
-2.471276,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.471276,4.236473,8.394492
-2.471276,4.236473,8.472946
-2.471276,4.236473,8.355266
-2.432049,4.197246,8.472946
-2.432049,4.236473,8.472946
-2.432049,4.275699,8.472946
-2.471276,4.236473,8.394492
-2.471276,4.236473,8.433719
-2.432049,4.275699,8.433719
-2.471276,4.236473,8.433719
-2.432049,4.236473,8.472946
-2.471276,4.275699,8.394492
-2.432049,4.197246,8.355266
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.471276,4.197246,8.394492
-2.392823,4.236473,8.472946
-2.471276,4.236473,8.472946
-2.432049,4.275699,8.472946
-2.432049,4.197246,8.433719
-2.471276,4.314926,8.433719
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.433719
-2.471276,4.197246,8.394492
-2.432049,4.236473,8.433719
-2.471276,4.236473,8.472946
-2.432049,4.236473,8.394492
-2.432049,4.236473,8.433719
-2.432049,4.197246,8.472946
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.472946
-2.432049,4.197246,8.394492
-2.392823,4.236473,8.472946
-2.471276,4.197246,8.433719
-2.471276,4.236473,8.472946
-2.432049,4.236473,8.433719
-2.432049,4.236473,8.472946
-2.432049,4.275699,8.394492
-2.471276,4.197246,8.433719
-2.471276,4.236473,8.394492
-2.432049,4.236473,8.433719
-2.432049,4.197246,8.433719
-2.432049,4.236473,8.433719
-2.471276,4.236473,8.433719
-2.432049,4.197246,8.433719
-2.471276,4.236473,8.433719
-2.432049,4.236473,8.472946
-2.392823,4.236473,8.472946
-2.432049,4.197246,8.394492
-2.432049,4.236473,8.433719
-2.392823,4.197246,8.472946
-2.392823,4.236473,8.433719
-2.432049,4.275699,8.472946
-2.432049,4.236473,8.394492
-2.471276,4.236473,8.394492,
-2.432049,4.197246,8.472946,
-2.432049,4.236473,8.472946,
-2.471276,4.275699,8.394492,
-2.510502,4.197246,8.316039,
-2.432049,4.236473,8.433719,
-2.432049,4.236473,8.433719,
-2.471276,4.236473,8.433719,
-2.471276,4.236473,8.394492,
-2.432049,4.236473,8.433719,
-2.432049,4.158020,8.433719,
-2.471276,4.236473,8.394492,
-2.432049,4.275699,8.394492,
-2.432049,4.236473,8.472946,
-2.432049,4.236473,8.433719,
-2.432049,4.197246,8.472946,
-2.432049,4.197246,8.433719,
-2.432049,4.236473,8.394492,
-2.432049,4.158020,8.394492,
-2.432049,4.197246,8.472946,
-2.432049,4.197246,8.472946,
-2.392823,4.236473,8.433719,
-2.471276,4.236473,8.433719,
-2.432049,4.236473,8.433719,
-2.432049,4.236473,8.433719,
-2.471276,4.236473,8.433719,
-2.432049,4.236473,8.512172,
-2.432049,4.236473,8.433719,
-2.471276,4.197246,8.472946,
-2.471276,4.197246,8.394492,
-2.432049,4.236473,8.394492,
-2.471276,4.197246,8.355266,
-2.432049,4.197246,8.472946,
-2.471276,4.275699,8.433719,
-2.471276,4.275699,8.433719,
-2.471276,4.197246,8.433719,
