-73.93870	45.40708
-73.93871	45.40707
-73.93872	45.40705
-73.93873	45.40704
-73.93874	45.40703
-73.93874	45.40702
-73.93875	45.40701
-73.93876	45.40700
-73.93877	45.40699
-73.93877	45.40699
-73.93878	45.40699
-73.93878	45.40699
-73.93879	45.40698
-73.93879	45.40696
-73.93880	45.40695
-73.93881	45.40694
-73.93882	45.40693
-73.93883	45.40692
-73.93884	45.40690
-73.93885	45.40689
-73.93886	45.40688
-73.93887	45.40687
-73.93889	45.40685
-73.93891	45.40684
-73.93892	45.40683
-73.93893	45.40682
-73.93894	45.40682
-73.93895	45.40681
-73.93896	45.40679
-73.93897	45.40678
-73.93898	45.40676
-73.93899	45.40675
-73.93900	45.40674
-73.93901	45.40672
-73.93902	45.40671
-73.93903	45.40670
-73.93904	45.40668
-73.93904	45.40667
-73.93903	45.40665
-73.93902	45.40663
-73.93900	45.40661
-73.93899	45.40660
-73.93897	45.40659
-73.93895	45.40657
-73.93893	45.40656
-73.93891	45.40655
-73.93889	45.40654
-73.93887	45.40652
-73.93886	45.40651
-73.93884	45.40650
-73.93882	45.40649
-73.93880	45.40649
-73.93878	45.40647
-73.93877	45.40646
-73.93876	45.40645
-73.93874	45.40644
-73.93873	45.40644
-73.93871	45.40643
-73.93870	45.40642
-73.93868	45.40641
-73.93867	45.40639
-73.93865	45.40639
-73.93863	45.40638
-73.93861	45.40636
-73.93859	45.40635
-73.93857	45.40634
-73.93855	45.40633
-73.93853	45.40632
-73.93851	45.40630
-73.93849	45.40629
-73.93848	45.40628
-73.93846	45.40627
-73.93845	45.40626
-73.93843	45.40624
-73.93842	45.40623
-73.93841	45.40621
-73.93840	45.40620
-73.93839	45.40618
-73.93838	45.40617
-73.93837	45.40616
-73.93836	45.40614
-73.93836	45.40613
-73.93835	45.40611
-73.93834	45.40609
-73.93834	45.40608
-73.93833	45.40607
-73.93833	45.40605
-73.93833	45.40603
-73.93832	45.40602
-73.93832	45.40600
-73.93832	45.40599
-73.93832	45.40597
-73.93832	45.40596
-73.93832	45.40595
-73.93832	45.40593
-73.93831	45.40592
-73.93831	45.40590
-73.93831	45.40589
-73.93831	45.40588
-73.93831	45.40586
-73.93831	45.40585
-73.93831	45.40583
-73.93831	45.40582
-73.93830	45.40580
-73.93830	45.40578
-73.93830	45.40577
-73.93830	45.40575
-73.93830	45.40574
-73.93830	45.40572
-73.93830	45.40571
-73.93829	45.40570
-73.93828	45.40568
-73.93828	45.40567
-73.93827	45.40566
-73.93826	45.40564
-73.93825	45.40563
-73.93824	45.40562
-73.93823	45.40560
-73.93821	45.40559
-73.93820	45.40558
-73.93819	45.40557
-73.93818	45.40556
-73.93817	45.40555
-73.93814	45.40555
-73.93812	45.40555
-73.93809	45.40555
-73.93806	45.40556
-73.93803	45.40556
-73.93801	45.40556
-73.93798	45.40557
-73.93796	45.40557
-73.93794	45.40557
-73.93791	45.40558
-73.93789	45.40558
-73.93787	45.40559
-73.93785	45.40559
-73.93783	45.40559
-73.93780	45.40559
-73.93778	45.40560
-73.93776	45.40560
-73.93774	45.40560
-73.93772	45.40560
-73.93769	45.40561
-73.93767	45.40561
-73.93765	45.40562
-73.93763	45.40562
-73.93761	45.40562
-73.93758	45.40563
-73.93756	45.40563
-73.93754	45.40563
-73.93752	45.40563
-73.93750	45.40563
-73.93747	45.40564
-73.93745	45.40564
-73.93743	45.40564
-73.93741	45.40565
-73.93739	45.40565
-73.93737	45.40565
-73.93735	45.40565
-73.93732	45.40565
-73.93730	45.40565
-73.93727	45.40566
-73.93725	45.40566
-73.93723	45.40566
-73.93722	45.40566
-73.93720	45.40566
-73.93718	45.40566
-73.93716	45.40566
-73.93714	45.40566
-73.93712	45.40566
-73.93710	45.40567
-73.93708	45.40567
-73.93705	45.40566
-73.93703	45.40567
-73.93701	45.40567
-73.93698	45.40567
-73.93696	45.40567
-73.93694	45.40568
-73.93692	45.40568
-73.93689	45.40568
-73.93687	45.40569
-73.93685	45.40569
-73.93684	45.40570
-73.93682	45.40570
-73.93680	45.40571
-73.93678	45.40571
-73.93677	45.40572
-73.93675	45.40573
-73.93673	45.40573
-73.93671	45.40574
-73.93670	45.40574
-73.93668	45.40575
-73.93667	45.40576
-73.93665	45.40577
-73.93664	45.40578
-73.93662	45.40579
-73.93661	45.40580
-73.93659	45.40581
-73.93658	45.40582
-73.93657	45.40583
-73.93656	45.40584
-73.93655	45.40585
-73.93654	45.40586
-73.93653	45.40587
-73.93652	45.40588
-73.93652	45.40589
-73.93651	45.40591
-73.93650	45.40592
-73.93650	45.40593
-73.93649	45.40594
-73.93649	45.40596
-73.93648	45.40597
-73.93648	45.40598
-73.93647	45.40599
-73.93647	45.40601
-73.93647	45.40602
-73.93647	45.40603
-73.93647	45.40605
-73.93647	45.40606
-73.93647	45.40607
-73.93647	45.40608
-73.93648	45.40610
-73.93648	45.40611
-73.93648	45.40612
-73.93648	45.40613
-73.93648	45.40613
-73.93649	45.40614
-73.93650	45.40614
-73.93650	45.40615
-73.93650	45.40616
-73.93651	45.40617
-73.93652	45.40618
-73.93653	45.40620
-73.93654	45.40620
-73.93655	45.40621
-73.93654	45.40622
-73.93655	45.40624
-73.93657	45.40626
-73.93658	45.40628
-73.93659	45.40629
-73.93660	45.40631
-73.93661	45.40632
-73.93661	45.40633
-73.93662	45.40635
-73.93663	45.40636
-73.93664	45.40638
-73.93665	45.40639
-73.93666	45.40640
-73.93667	45.40641
-73.93667	45.40642
-73.93668	45.40644
-73.93669	45.40645
-73.93669	45.40646
-73.93670	45.40648
-73.93670	45.40649
-73.93670	45.40651
-73.93670	45.40652
-73.93670	45.40654
-73.93670	45.40655
-73.93670	45.40656
-73.93670	45.40658
-73.93669	45.40659
-73.93669	45.40661
-73.93668	45.40661
-73.93667	45.40662
-73.93666	45.40664
-73.93665	45.40665
-73.93665	45.40666
-73.93664	45.40668
-73.93663	45.40669
-73.93661	45.40670
-73.93660	45.40672
-73.93659	45.40673
-73.93657	45.40674
-73.93656	45.40675
-73.93655	45.40677
-73.93654	45.40678
-73.93653	45.40679
-73.93651	45.40680
-73.93649	45.40681
-73.93648	45.40682
-73.93646	45.40683
-73.93644	45.40684
-73.93642	45.40685
-73.93640	45.40686
-73.93639	45.40687
-73.93637	45.40688
-73.93636	45.40689
-73.93634	45.40690
-73.93632	45.40691
-73.93631	45.40691
-73.93629	45.40692
-73.93627	45.40693
-73.93626	45.40694
-73.93624	45.40695
-73.93622	45.40696
-73.93621	45.40697
-73.93619	45.40698
-73.93617	45.40699
-73.93616	45.40700
-73.93614	45.40701
-73.93612	45.40702
-73.93611	45.40702
-73.93609	45.40703
-73.93608	45.40705
-73.93607	45.40706
-73.93606	45.40708
-73.93605	45.40709
-73.93604	45.40710
-73.93602	45.40711
-73.93601	45.40713
-73.93600	45.40714
-73.93599	45.40715
-73.93598	45.40716
-73.93597	45.40718
-73.93596	45.40719
-73.93596	45.40720
-73.93595	45.40722
-73.93594	45.40723
-73.93593	45.40725
-73.93593	45.40726
-73.93592	45.40728
-73.93592	45.40729
-73.93592	45.40731
-73.93592	45.40732
-73.93592	45.40734
-73.93591	45.40735
-73.93591	45.40737
-73.93592	45.40738
-73.93592	45.40740
-73.93592	45.40742
-73.93593	45.40743
-73.93593	45.40745
-73.93594	45.40746
-73.93595	45.40748
-73.93595	45.40750
-73.93596	45.40751
-73.93598	45.40753
-73.93599	45.40754
-73.93601	45.40756
-73.93602	45.40757
-73.93604	45.40759
-73.93605	45.40760
-73.93607	45.40761
-73.93608	45.40762
-73.93610	45.40763
-73.93611	45.40764
-73.93613	45.40765
-73.93614	45.40766
-73.93615	45.40767
-73.93616	45.40768
-73.93617	45.40769
-73.93618	45.40770
-73.93619	45.40771
-73.93620	45.40772
-73.93622	45.40773
-73.93623	45.40774
-73.93624	45.40774
-73.93624	45.40774
-73.93625	45.40775
-73.93626	45.40776
-73.93628	45.40776
-73.93630	45.40776
-73.93632	45.40776
-73.93634	45.40776
-73.93635	45.40776
-73.93638	45.40776
-73.93640	45.40776
-73.93641	45.40775
-73.93643	45.40775
-73.93645	45.40774
-73.93647	45.40774
-73.93649	45.40774
-73.93651	45.40773
-73.93653	45.40773
-73.93655	45.40773
-73.93658	45.40772
-73.93660	45.40772
-73.93662	45.40772
-73.93664	45.40771
-73.93666	45.40771
-73.93668	45.40771
-73.93670	45.40771
-73.93672	45.40771
-73.93674	45.40771
-73.93676	45.40770
-73.93678	45.40770
-73.93680	45.40770
-73.93682	45.40770
-73.93684	45.40770
-73.93686	45.40770
-73.93688	45.40770
-73.93691	45.40770
-73.93693	45.40770
-73.93695	45.40770
-73.93697	45.40770
-73.93699	45.40769
-73.93701	45.40769
-73.93703	45.40770
-73.93704	45.40770
-73.93706	45.40770
-73.93705	45.40770
-73.93705	45.40770
-73.93705	45.40769
-73.93705	45.40770
-73.93705	45.40770
-73.93706	45.40770
-73.93708	45.40770
-73.93710	45.40770
-73.93712	45.40770
-73.93714	45.40771
-73.93716	45.40771
-73.93718	45.40771
-73.93720	45.40770
-73.93723	45.40770
-73.93725	45.40769
-73.93728	45.40769
-73.93730	45.40768
-73.93732	45.40768
-73.93735	45.40767
-73.93737	45.40767
-73.93739	45.40767
-73.93741	45.40766
-73.93743	45.40766
-73.93745	45.40766
-73.93747	45.40766
-73.93749	45.40766
-73.93751	45.40766
-73.93753	45.40766
-73.93755	45.40766
-73.93757	45.40765
-73.93759	45.40765
-73.93761	45.40765
-73.93763	45.40765
-73.93766	45.40765
-73.93768	45.40765
-73.93770	45.40764
-73.93772	45.40764
-73.93774	45.40764
-73.93776	45.40764
-73.93778	45.40763
