Longitude	Latitude	Time	Elevation_m
-73.943881	45.418793	12:52:52.412687	8.6
-73.943879	45.414966	13:12:22.376605	7.475
-73.943879	45.41768	12:57:50.404731	9.09
-73.943878	45.415	13:12:21.377548	7.482
-73.943878	45.416437	13:2:39.395260	7.964
-73.943878	45.41855	12:52:58.415030	8.644
-73.943878	45.418752	12:52:53.412744	8.556
-73.943877	45.415844	13:7:12.398875	7.537
-73.943877	45.418047	12:56:21.407640	9.273
-73.943877	45.41851	12:52:59.414087	8.635
-73.943876	45.415351	13:8:46.379251	7.811
-73.943876	45.417775	14:3:36.247968	9.227
-73.943876	45.418589	12:52:57.413973	8.614
-73.943876	45.41871	12:52:54.413801	8.583
-73.943876	45.419041	13:52:9.267674	8.948
-73.943876	45.41952	13:48:27.274977	9.731
-73.943875	45.417126	13:0:21.400367	8.882
-73.943875	45.418629	12:52:56.413916	8.606
-73.943875	45.41867	12:52:55.412858	8.574
-73.943873	45.414094	13:8:7.400021	8.733
-73.943873	45.418316	13:53:21.263792	8.943
-73.943873	45.418471	12:53:0.414144	8.57
-73.943872	45.415801	13:7:13.400932	7.49
-73.94387	45.415312	13:8:45.384193	7.414
-73.94387	45.416021	13:4:24.401266	8.216
-73.94387	45.4164	13:2:40.393317	8.015
-73.94387	45.418006	12:56:20.408583	9.277
-73.943869	45.417636	12:57:51.403788	8.951
-73.943868	45.418432	12:53:1.414202	8.599
-73.943867	45.417084	13:0:20.400310	8.875
-73.943867	45.419008	13:52:8.267617	8.908
-73.943866	45.415758	13:7:14.400990	7.486
-73.943865	45.419489	13:48:28.275034	9.651
-73.943864	45.414505	13:8:24.382992	9.395
-73.943864	45.41828	13:53:22.263850	8.982
-73.943863	45.414245	13:8:18.381649	8.633
-73.943863	45.415273	13:8:44.383136	7.405
-73.943863	45.417964	12:56:19.406526	9.284
-73.943862	45.415717	13:7:15.402047	7.473
-73.943862	45.417726	14:3:35.245910	9.189
-73.943861	45.414095	13:8:6.397964	8.758
-73.943861	45.416362	13:2:41.393374	8.028
-73.943861	45.41759	12:57:52.403845	8.886
-73.943861	45.419636	12:52:27.419257	9.82
-73.94386	45.419658	13:48:21.274634	9.882
-73.943859	45.417043	13:0:19.399253	8.845
-73.943858	45.415983	13:4:23.401209	8.215
-73.943858	45.418975	13:52:7.267560	8.867
-73.943857	45.418394	12:53:2.413259	8.745
-73.943856	45.415232	13:8:43.382079	7.681
-73.943856	45.415676	13:7:16.400104	7.532
-73.943856	45.417921	12:56:18.408469	9.271
-73.943856	45.418245	13:53:23.264907	9.01
-73.943854	45.417545	12:57:53.403903	8.815
-73.943853	45.419454	13:48:29.273091	9.54
-73.943852	45.414576	13:8:27.384164	8.125
-73.943852	45.414619	13:8:28.382221	8.006
-73.943851	45.414534	13:8:26.383107	8.112
-73.943851	45.417001	13:0:18.398196	8.803
-73.94385	45.414661	13:8:29.382278	7.921
-73.94385	45.416323	13:2:42.393432	8.031
-73.94385	45.41894	13:52:6.266503	8.824
-73.943849	45.414099	13:8:5.397906	8.775
-73.943848	45.415637	13:7:17.400161	7.541
-73.943848	45.418357	12:53:3.411316	8.821
-73.943847	45.414332	13:8:21.381821	8.856
-73.943847	45.414491	13:8:25.383049	8.23
-73.943847	45.4175	12:57:54.407960	8.755
-73.943847	45.417879	12:56:17.407412	9.208
-73.943847	45.418208	13:53:24.271965	9.011
-73.943846	45.414369	13:8:22.378878	8.649
-73.943846	45.415943	13:4:22.409152	8.167
-73.943846	45.417678	14:3:34.246853	9.096
-73.943845	45.415193	13:8:42.381021	7.748
-73.943844	45.414746	13:8:31.380393	8.059
-73.943842	45.416959	13:0:17.399138	8.726
-73.943842	45.418905	13:52:5.267446	8.794
-73.943842	45.419417	13:48:30.273149	9.411
-73.943841	45.417455	12:57:55.405017	8.729
-73.943841	45.418319	12:53:4.412373	8.9
-73.94384	45.414788	13:8:32.380450	7.94
-73.94384	45.415597	13:7:18.400218	7.555
-73.94384	45.417836	12:56:16.409355	9.216
-73.943839	45.416281	13:2:43.394489	7.962
-73.943838	45.418172	13:53:25.265021	9.059
-73.943837	45.414106	13:8:4.396849	8.815
-73.943836	45.414831	13:8:33.381507	7.917
-73.943836	45.415156	13:8:41.378964	7.829
-73.943836	45.415905	13:4:21.389094	8.13
-73.943835	45.41741	12:57:56.406074	8.713
-73.943834	45.416918	13:0:16.398081	8.619
-73.943834	45.418281	12:53:5.412430	8.924
-73.943834	45.418869	13:52:4.267388	8.759
-73.943834	45.419616	12:52:26.414200	9.797
-73.943832	45.417793	12:56:15.408298	9.231
-73.943832	45.419666	13:48:20.274577	9.811
-73.943831	45.414873	13:8:34.392565	7.908
-73.943831	45.415558	13:7:19.400276	7.56
-73.943831	45.417367	12:57:57.405131	8.684
-73.943831	45.417631	14:3:33.246796	9.011
-73.943831	45.419376	13:48:31.273206	9.248
-73.94383	45.41587	13:4:20.392037	7.515
-73.943829	45.415117	13:8:40.378907	7.823
-73.943829	45.418136	13:53:26.266078	9.107
-73.943828	45.417324	12:57:58.405189	8.703
-73.943827	45.414913	13:8:35.379621	7.892
-73.943827	45.416237	13:2:44.394546	7.835
-73.943827	45.418243	12:53:6.411487	8.962
-73.943826	45.414118	13:8:3.397792	8.84
-73.943826	45.418832	13:52:3.268332	8.713
-73.943824	45.414954	13:8:36.378678	7.895
-73.943824	45.416876	13:0:15.399024	8.538
-73.943823	45.417281	12:57:59.404245	8.734
-73.943823	45.41775	12:56:14.406240	9.244
-73.943822	45.415077	13:8:39.379850	7.727
-73.943822	45.41552	13:7:20.401333	7.554
-73.943821	45.415832	13:4:19.390979	7.505
-73.943821	45.419333	13:48:32.274263	9.086
-73.94382	45.414995	13:8:37.381736	7.504
-73.94382	45.4181	13:53:27.266136	9.148
-73.94382	45.418203	12:53:7.413545	8.988
-73.943819	45.415037	13:8:38.379793	7.728
-73.943818	45.414247	13:7:58.398506	8.728
-73.943818	45.418794	13:52:2.268274	8.677
-73.943817	45.414139	13:8:2.383734	8.866
-73.943817	45.41419	13:8:0.395620	9.142
-73.943817	45.419589	12:52:25.415143	9.793
-73.943816	45.417584	14:3:32.246739	8.932
-73.943815	45.414164	13:8:1.394678	9.147
-73.943815	45.417709	12:56:13.407183	9.215
-73.943814	45.41548	13:7:21.401390	7.546
-73.943814	45.416194	13:2:45.394603	7.746
-73.943814	45.416835	13:0:14.399967	8.466
-73.943814	45.41724	12:58:0.403303	8.738
-73.943814	45.418164	12:53:8.412602	9.056
-73.943812	45.419288	13:48:33.274321	8.999
-73.943812	45.419557	12:52:24.415085	9.747
-73.943811	45.415795	13:4:18.389922	7.501
-73.943811	45.418754	13:52:1.267217	8.672
-73.94381	45.414275	13:7:57.402449	8.692
-73.94381	45.418064	13:53:28.265193	9.198
-73.943808	45.417667	12:56:12.408126	9.118
-73.943807	45.418125	12:53:9.412659	9.122
-73.943807	45.419524	12:52:23.419028	9.681
-73.943805	45.415442	13:7:22.399447	7.531
-73.943805	45.416794	13:0:13.400910	8.362
-73.943805	45.4172	12:58:1.404360	8.764
-73.943805	45.419243	13:48:34.273377	8.92
-73.943804	45.415756	13:4:17.391865	7.51
-73.943803	45.418714	13:52:0.267160	8.688
-73.943801	45.414303	13:7:56.401392	8.623
-73.943801	45.416151	13:2:46.398661	7.764
-73.943801	45.419488	12:52:22.413971	9.624
-73.9438	45.417625	12:56:11.409069	9.035
-73.9438	45.418027	13:53:29.271251	9.218
-73.9438	45.418085	12:53:10.419717	9.17
-73.9438	45.419661	13:48:19.273519	9.779
-73.943798	45.416753	13:0:12.399852	8.265
-73.943797	45.415405	13:7:23.399504	7.425
-73.943797	45.419199	13:48:35.273435	8.903
-73.943796	45.417159	12:58:2.404417	8.776
-73.943794	45.419452	12:52:21.414914	9.458
-73.943793	45.418046	12:53:11.413774	9.206
-73.943793	45.418673	13:51:59.266102	8.753
-73.943792	45.414332	13:7:55.401335	8.577
-73.943792	45.415718	13:4:16.390808	7.535
-73.943791	45.416712	13:0:11.398795	8.16
-73.943791	45.417584	12:56:10.409011	8.967
-73.94379	45.41799	13:53:30.264307	9.216
-73.943789	45.417492	14:3:30.245624	8.792
-73.943789	45.419155	13:48:36.273492	8.904
-73.943788	45.41712	12:58:3.403474	8.846
-73.943788	45.419416	12:52:20.414856	9.345
-73.943787	45.415367	13:7:24.399561	7.377
-73.943787	45.416109	13:2:47.394718	7.665
-73.943786	45.416671	13:0:10.399738	8.091
-73.943786	45.418005	12:53:12.413831	9.202
-73.943785	45.418632	13:51:58.268045	8.795
-73.943784	45.414361	13:7:54.400278	8.496
-73.943782	45.417543	12:56:9.407954	8.881
-73.943781	45.41663	13:0:9.399681	7.984
-73.943781	45.41708	12:58:4.404531	8.906
-73.943781	45.419113	13:48:37.273549	8.957
-73.943781	45.41938	12:52:19.414799	9.193
-73.94378	45.417951	13:53:31.263364	9.156
-73.943779	45.415329	13:7:25.400619	7.331
-73.943779	45.41568	13:4:15.392751	7.606
-73.943778	45.417448	14:3:29.245567	8.754
-73.943778	45.417963	12:53:13.412888	9.175
-73.943777	45.414391	13:7:53.399220	8.454
-73.943776	45.41704	12:58:5.402589	8.885
-73.943776	45.418592	13:51:57.267988	8.844
-73.943775	45.416588	13:0:8.399623	7.915
-73.943774	45.419342	12:52:18.416742	9.056
-73.943773	45.416068	13:2:48.393775	7.594
-73.943773	45.417502	12:56:8.406897	8.81
-73.943773	45.419071	13:48:38.275607	8.929
-73.943773	45.419645	13:48:18.273462	9.726
-73.943772	45.414421	13:7:52.384162	8.35
-73.94377	45.415291	13:7:26.401676	7.31
-73.94377	45.417407	14:3:28.247510	8.722
-73.94377	45.417912	13:53:32.266422	9.153
-73.943769	45.416999	12:58:6.403646	8.799
-73.943769	45.417921	12:53:14.411945	9.126
-73.943768	45.41445	13:7:51.384105	8.318
-73.943768	45.416545	13:0:7.400567	7.881
-73.943768	45.418551	13:51:56.267931	8.831
-73.943767	45.419304	12:52:17.416685	8.956
-73.943766	45.415644	13:4:14.391694	7.625
-73.943766	45.419028	13:48:39.274663	8.886
-73.943764	45.414481	13:7:50.385048	8.278
-73.943764	45.417462	12:56:7.407840	8.753
-73.943763	45.417364	14:3:27.247453	8.645
-73.943762	45.415253	13:7:27.401733	7.351
-73.943761	45.414511	13:7:49.386991	8.263
-73.943761	45.416501	13:0:6.399509	7.875
-73.943761	45.416957	12:58:7.404703	8.712
-73.943761	45.417878	12:53:15.413002	9.126
-73.94376	45.416027	13:2:49.395832	7.51
-73.94376	45.417874	13:53:33.264479	9.148
-73.94376	45.418508	13:51:55.266874	8.744
-73.943759	45.414542	13:7:48.383933	8.278
-73.943759	45.419266	12:52:16.415628	8.91
-73.943758	45.418985	13:48:40.273721	8.84
-73.943757	45.419619	13:48:17.273405	9.719
-73.943756	45.414574	13:7:47.384876	8.248
-73.943756	45.415215	13:7:28.399790	7.391
-73.943756	45.41732	14:3:26.247395	8.667
-73.943756	45.417422	12:56:6.407783	8.711
-73.943754	45.416915	12:58:8.403760	8.607
-73.943754	45.417836	12:53:16.413059	9.17
-73.943753	45.415177	13:7:29.385847	7.464
-73.943753	45.416458	13:0:5.398452	7.835
-73.943752	45.414607	13:7:46.384819	8.19
-73.943752	45.418464	13:51:54.267817	8.712
-73.94375	45.417838	13:53:34.264536	9.174
-73.94375	45.418942	13:48:41.272778	8.81
-73.94375	45.419227	12:52:15.413570	8.863
-73.943749	45.415569	13:4:12.404580	7.497
-73.943749	45.417382	12:56:5.407725	8.66
-73.943748	45.415141	13:7:30.384904	7.424
-73.943748	45.415987	13:2:50.394889	7.476
-73.943748	45.417274	14:3:25.247338	8.684
-73.943748	45.417796	12:53:17.415117	9.208
-73.943748	45.419587	13:48:16.275348	9.703
-73.943747	45.41464	13:7:45.385762	8.191
-73.943745	45.416416	13:0:4.399395	7.842
-73.943745	45.416873	12:58:9.404818	8.487
-73.943743	45.415529	13:4:11.405523	7.496
-73.943742	45.414674	13:7:44.385704	8.158
-73.943742	45.417342	12:56:4.407668	8.599
-73.943742	45.41842	13:51:53.266759	8.79
-73.943741	45.417756	12:53:18.415174	9.183
-73.943741	45.418899	13:48:42.279836	8.794
-73.943741	45.419188	12:52:14.414513	8.867
-73.943739	45.414707	13:7:43.385647	8.105
-73.943739	45.41507	13:7:32.386018	7.497
-73.943739	45.417803	13:53:35.265594	9.198
-73.943738	45.417228	14:3:24.247281	8.71
-73.943737	45.415036	13:7:33.387075	7.536
-73.943737	45.415491	13:4:10.413466	7.535
-73.943737	45.416373	13:0:3.399338	7.882
-73.943737	45.416829	12:58:10.401875	8.38
-73.943737	45.419553	13:48:15.275291	9.652
-73.943736	45.415003	13:7:34.385133	7.595
-73.943736	45.4173	12:56:3.407611	8.659
-73.943735	45.417715	12:53:19.416231	9.128
-73.943734	45.41497	13:7:35.386190	7.632
-73.943734	45.415948	13:2:51.394947	7.519
-73.943733	45.415451	13:4:9.407409	7.47
-73.943733	45.418375	13:51:52.268702	8.855
-73.943731	45.414774	13:7:41.384533	7.949
-73.943731	45.418855	13:48:43.272892	8.733
-73.943731	45.41915	12:52:13.415456	8.906
-73.94373	45.414937	13:7:36.385247	7.719
-73.94373	45.416332	13:0:2.400280	7.866
-73.94373	45.416786	12:58:11.406932	8.284
-73.943729	45.417259	12:56:2.408554	8.669
-73.943728	45.414807	13:7:40.383476	7.888
-73.943728	45.415411	13:4:8.408351	7.414
-73.943728	45.417673	12:53:20.413288	9.059
-73.943727	45.414905	13:7:37.385304	7.795
-73.943727	45.417768	13:53:36.265651	9.204
-73.943727	45.419516	13:48:14.275234	9.568
-73.943726	45.41484	13:7:39.385418	7.794
-73.943726	45.417181	14:3:23.247224	8.732
-73.943725	45.414872	13:7:38.385361	7.802
-73.943724	45.415371	13:4:7.391293	7.344
-73.943723	45.41591	13:2:52.394003	7.47
-73.943723	45.416293	13:0:1.400223	7.833
-73.943723	45.417218	12:56:1.408497	8.673
-73.943723	45.418332	13:51:51.268645	8.886
-73.943722	45.41533	13:4:6.391236	7.295
-73.943722	45.418811	13:48:44.273950	8.703
-73.943721	45.415289	13:4:5.391179	7.301
-73.943721	45.416742	12:58:12.402989	8.192
-73.943721	45.417134	14:3:22.248167	8.861
-73.943721	45.419113	12:52:12.414399	8.911
-73.94372	45.415247	13:4:4.391121	7.435
-73.943719	45.41763	12:53:21.412345	9
-73.943718	45.416256	13:0:0.398166	7.757
-73.943718	45.419478	13:48:13.274177	9.479
-73.943717	45.417086	14:3:21.247109	8.915
-73.943717	45.417733	13:53:37.264708	9.173
-73.943716	45.415206	13:4:3.393064	7.445
-73.943716	45.417177	12:56:0.407439	8.732
-73.943715	45.415873	13:2:53.394061	7.457
-73.943715	45.418289	13:51:50.267588	8.94
-73.943713	45.415166	13:4:2.392007	7.412
-73.943713	45.416698	12:58:13.404047	8.104
-73.943712	45.416218	12:59:59.399109	7.718
-73.943712	45.417039	14:3:20.247052	8.869
-73.943712	45.418768	13:48:45.274007	8.711
-73.943711	45.415125	13:4:1.392950	7.395
-73.943711	45.417587	12:53:22.412403	8.952
-73.94371	45.419076	12:52:11.413341	8.915
-73.94371	45.41944	13:48:12.274119	9.372
-73.943709	45.417136	12:55:59.408382	8.84
-73.943708	45.415083	13:4:0.391893	7.46
-73.943708	45.417697	13:53:38.263765	9.098
-73.943708	45.418246	13:51:49.268531	9.038
-73.943707	45.416992	14:3:19.246995	8.807
-73.943706	45.415837	13:2:54.394118	7.453
-73.943705	45.416655	12:58:14.404104	8.029
-73.943704	45.415039	13:3:59.391836	7.487
-73.943704	45.417097	12:55:58.407325	8.893
-73.943704	45.418203	13:51:48.268474	9.075
-73.943703	45.416178	12:59:58.400052	7.704
-73.943703	45.417545	12:53:23.414460	8.896
-73.943703	45.418725	13:48:46.275064	8.77
-73.943702	45.416944	14:3:18.246938	8.68
-73.943702	45.419399	13:48:11.274062	9.2
-73.943701	45.417662	13:53:39.262822	9.044
-73.9437	45.414995	13:3:58.391778	7.599
-73.9437	45.417057	12:55:57.409268	8.873
-73.943698	45.4158	13:2:55.396175	7.469
-73.943698	45.418159	13:51:47.268416	9.108
-73.943697	45.416612	12:58:15.404160	7.904
-73.943697	45.41904	12:52:10.419285	8.892
-73.943696	45.414951	13:3:57.392721	7.705
-73.943695	45.416897	14:3:17.246881	8.535
-73.943695	45.417019	12:55:56.410211	8.811
-73.943694	45.416138	12:59:57.400995	7.627
-73.943694	45.417503	12:53:24.413517	8.821
-73.943694	45.417626	13:53:40.263879	8.998
-73.943693	45.418682	13:48:47.273121	8.831
-73.943693	45.419357	13:48:10.274005	9.072
-73.943691	45.414908	13:3:56.392664	7.794
-73.94369	45.415765	13:2:56.394232	7.538
-73.94369	45.416979	12:55:55.408154	8.759
-73.94369	45.418114	13:51:46.267359	9.185
-73.943689	45.414866	13:3:55.391607	7.811
-73.943689	45.416849	14:3:16.247824	8.445
-73.943688	45.414823	13:3:54.391550	7.9
-73.943688	45.41657	12:58:16.403218	7.851
-73.943688	45.417591	13:53:41.264936	8.948
-73.943687	45.41478	13:3:53.392492	8.021
-73.943686	45.414525	13:3:45.393035	8.482
-73.943686	45.414739	13:3:52.392436	8.168
-73.943686	45.417461	12:53:25.412574	8.747
-73.943685	45.41451	13:3:44.393978	8.486
-73.943685	45.414543	13:3:46.392092	8.475
-73.943685	45.414565	13:3:47.398149	8.46
-73.943685	45.414593	13:3:48.392207	8.351
-73.943685	45.414626	13:3:49.392264	8.321
-73.943685	45.414661	13:3:50.394321	8.341
-73.943685	45.414699	13:3:51.394378	8.269
-73.943685	45.416098	12:59:56.400938	7.572
-73.943684	45.419003	12:52:9.415227	8.855
-73.943683	45.415729	13:2:57.395289	7.551
-73.943683	45.41694	12:55:54.407096	8.655
-73.943683	45.417555	13:53:42.263994	8.905
-73.943683	45.419314	13:48:9.274948	8.934
-73.943682	45.416801	14:3:15.254767	8.318
-73.943682	45.418069	13:51:45.266302	9.284
-73.943681	45.414496	13:3:43.392920	8.508
-73.943681	45.41864	13:48:48.273178	8.875
-73.943679	45.417418	12:53:26.412631	8.683
-73.943678	45.416529	12:58:17.403275	7.826
-73.943677	45.416057	12:59:55.399880	7.494
-73.943677	45.417519	13:53:43.264051	8.854
-73.943676	45.415692	13:2:58.394347	7.487
-73.943676	45.4169	12:55:53.408039	8.538
-73.943675	45.418024	13:51:44.274245	9.281
-73.943674	45.416754	14:3:14.246709	8.246
-73.943673	45.414483	13:3:42.391863	8.545
-73.943673	45.417375	12:53:27.412689	8.596
-73.943672	45.419269	13:48:8.274890	8.859
-73.943671	45.415655	13:2:59.392404	7.487
-73.943671	45.417482	13:53:44.263108	8.796
-73.943671	45.418965	12:52:8.415170	8.855
-73.94367	45.418598	13:48:49.273235	8.9
-73.943669	45.416858	12:55:52.412982	8.461
-73.943668	45.416016	12:59:54.399823	7.448
-73.943668	45.416488	12:58:18.402332	7.801
-73.943666	45.415618	13:3:0.393461	7.46
-73.943666	45.416708	14:3:13.246652	8.18
-73.943666	45.417333	12:53:28.411746	8.538
-73.943666	45.417446	13:53:45.263165	8.719
-73.943666	45.417979	13:51:43.268187	9.238
-73.943663	45.416817	12:55:51.408925	8.378
-73.943662	45.41558	13:3:1.394518	7.451
-73.943661	45.414473	13:3:41.391806	8.559
-73.94366	45.415977	12:59:53.399765	7.459
-73.94366	45.41729	12:53:29.412803	8.536
-73.94366	45.417409	13:53:46.264223	8.649
-73.94366	45.418556	13:48:50.273293	8.876
-73.94366	45.419223	13:48:7.273833	8.892
-73.943658	45.416448	12:58:19.404389	7.828
-73.943658	45.418927	12:52:7.415113	8.834
-73.943657	45.416661	14:3:12.247595	8.034
-73.943657	45.416777	12:55:50.408867	8.289
-73.943657	45.417934	13:51:42.269130	9.218
-73.943656	45.415543	13:3:2.394576	7.436
-73.943654	45.415936	12:59:52.398708	7.484
-73.943654	45.417371	13:53:47.264280	8.593
-73.943653	45.417247	12:53:30.412860	8.551
-73.943652	45.416738	12:55:49.408810	8.232
-73.943651	45.418514	13:48:51.273350	8.783
-73.94365	45.415506	13:3:3.394633	7.402
-73.943649	45.414465	13:3:40.392749	8.582
-73.943649	45.416407	12:58:20.408447	7.817
-73.943649	45.419178	13:48:6.273776	8.943
-73.943648	45.415894	12:59:51.400651	7.436
-73.943648	45.416612	14:3:11.246538	7.929
-73.943647	45.417333	13:53:48.265337	8.516
-73.943647	45.417888	13:51:41.269073	9.237
-73.943646	45.4167	12:55:48.407753	8.17
-73.943646	45.417204	12:53:31.413918	8.588
-73.943645	45.415469	13:3:4.393690	7.387
-73.943645	45.41847	13:48:52.274407	8.722
-73.943644	45.418888	12:52:6.416056	8.795
-73.943641	45.415432	13:3:5.393747	7.351
-73.943641	45.415854	12:59:50.401594	7.464
-73.94364	45.41446	13:3:39.394692	8.599
-73.94364	45.416367	12:58:21.403504	7.793
-73.94364	45.416662	12:55:47.407696	8.052
-73.94364	45.417295	13:53:49.264394	8.515
-73.94364	45.419134	13:48:5.273719	8.975
-73.943639	45.416561	14:3:10.247480	7.86
-73.943639	45.418426	13:48:53.272464	8.731
-73.943638	45.417161	12:53:32.413975	8.674
-73.943636	45.415394	13:3:6.392804	7.295
-73.943636	45.417842	13:51:40.268016	9.267
-73.943634	45.416623	12:55:46.407639	7.941
-73.943633	45.415814	12:59:49.400537	7.45
-73.943632	45.414456	13:3:38.393635	8.615
-73.943632	45.417257	13:53:50.263451	8.531
-73.943631	45.416326	12:58:22.402561	7.781
-73.943631	45.418383	13:48:54.272521	8.784
-73.943631	45.419091	13:48:4.274662	9.013
-73.94363	45.416508	14:3:9.247423	7.788
-73.94363	45.417118	12:53:33.413032	8.767
-73.94363	45.418848	12:52:5.416998	8.774
-73.943627	45.416583	12:55:45.409582	7.849
-73.943626	45.417798	13:51:39.268959	9.284
-73.943625	45.415774	12:59:48.399480	7.517
-73.943625	45.417219	13:53:51.269509	8.544
-73.943624	45.415316	13:3:8.394919	7.26
-73.943624	45.419048	13:48:3.274604	8.954
-73.943623	45.417074	12:53:34.413089	8.765
-73.943622	45.416286	12:58:23.402618	7.757
-73.943622	45.418339	13:48:55.272579	8.841
-73.94362	45.41445	13:3:37.393578	8.657
-73.94362	45.416457	14:3:8.247366	7.806
-73.943619	45.415276	13:3:9.394976	7.304
-73.943619	45.416543	12:55:44.410524	7.832
-73.943618	45.417182	13:53:52.263566	8.605
-73.943616	45.415734	12:59:47.400423	7.501
-73.943616	45.417029	12:53:35.412146	8.702
-73.943616	45.419005	13:48:2.274547	8.898
-73.943615	45.416244	12:58:24.407676	7.671
-73.943615	45.417753	13:51:38.268901	9.229
-73.943615	45.418808	12:52:4.415941	8.781
-73.943614	45.415235	13:3:10.393033	7.334
-73.943613	45.418296	13:48:56.272636	8.905
-73.943613	45.418962	13:48:1.281490	8.889
-73.943612	45.417146	13:53:53.263623	8.672
-73.943611	45.416503	12:55:43.408467	7.784
-73.94361	45.416408	14:3:7.247309	7.804
-73.94361	45.416985	12:53:36.411203	8.629
-73.943609	45.418918	13:48:0.274433	8.825
-73.943608	45.415194	13:3:11.394090	7.299
-73.943608	45.415693	12:59:46.398365	7.435
-73.943608	45.416202	12:58:25.402733	7.597
-73.943607	45.417109	13:53:54.264680	8.753
-73.943606	45.414446	13:3:36.393520	8.707
-73.943605	45.416941	12:53:37.413260	8.563
-73.943604	45.416462	12:55:42.408410	7.793
-73.943604	45.418873	13:47:59.273375	8.803
-73.943603	45.415151	13:3:12.393147	7.385
-73.943603	45.418251	13:48:57.274693	8.98
-73.943602	45.417072	13:53:55.263737	8.742
-73.943602	45.417709	13:51:37.267844	9.183
-73.943601	45.418768	12:52:3.415884	8.874
-73.9436	45.416162	12:58:26.402790	7.475
-73.943599	45.416361	14:3:6.248252	7.795
-73.943599	45.418828	13:47:58.275319	8.79
-73.943598	45.415653	12:59:45.401308	7.422
-73.943598	45.41642	12:55:41.407352	7.801
-73.943598	45.416898	12:53:38.412318	8.486
-73.943596	45.417033	13:53:56.262794	8.695
-73.943595	45.415109	13:3:13.393205	7.39
-73.943593	45.41612	12:58:27.402847	7.461
-73.943593	45.418207	13:48:58.273750	9.003
-73.943592	45.414444	13:3:35.397463	8.759
-73.943592	45.416378	12:55:40.408296	7.78
-73.943592	45.416855	12:53:39.412375	8.422
-73.943592	45.418781	13:47:57.275261	8.844
-73.943591	45.416994	13:53:57.262852	8.616
-73.943589	45.415612	12:59:44.400251	7.4
-73.943589	45.417664	13:51:36.267787	9.135
-73.943588	45.415067	13:3:14.395262	7.434
-73.943587	45.416954	13:53:58.262909	8.565
-73.943587	45.418728	12:52:2.416827	8.935
-73.943586	45.41608	12:58:28.402904	7.441
-73.943586	45.416812	12:53:40.412432	8.333
-73.943586	45.418733	13:47:56.275204	8.923
-73.943585	45.416315	14:3:5.247194	7.767
-73.943584	45.416337	12:55:39.409238	7.804
-73.943584	45.418164	13:48:59.273808	9.056
-73.943583	45.414447	13:3:34.392406	8.792
-73.943583	45.416916	13:53:59.263966	8.506
-73.943581	45.415026	13:3:15.394319	7.484
-73.943581	45.415571	12:59:43.400194	7.376
-73.943581	45.416877	13:54:0.265023	8.443
-73.94358	45.416768	12:53:41.411489	8.274
-73.943579	45.41604	12:58:29.406961	7.414
-73.943578	45.416838	13:54:1.264081	8.371
-73.943578	45.418686	13:47:55.274147	8.975
-73.943577	45.41762	13:51:35.268730	9.099
-73.943576	45.414985	13:3:16.392376	7.574
-73.943576	45.416297	12:55:38.409181	7.739
-73.943576	45.418121	13:49:0.274865	9.144
-73.943575	45.41445	13:3:33.394349	8.787
-73.943574	45.416271	14:3:4.247137	7.627
-73.943574	45.416725	12:53:42.410546	8.182
-73.943574	45.4168	13:54:2.265138	8.297
-73.943573	45.418689	12:52:1.415770	8.966
-73.943572	45.414945	13:3:17.393434	7.777
-73.943572	45.415531	12:59:42.405137	7.31
-73.943572	45.416	12:58:30.401019	7.467
-73.94357	45.416761	13:54:3.270195	8.237
-73.943569	45.414454	13:3:32.393291	8.788
-73.943569	45.414904	13:3:18.393491	7.9
-73.943568	45.416258	12:55:37.411124	7.622
-73.943568	45.416682	12:53:43.411603	8.098
-73.943568	45.418079	13:49:1.272922	9.266
-73.943568	45.418639	13:47:54.275090	9.011
-73.943567	45.414863	13:3:19.393548	8.002
-73.943566	45.419643	13:44:30.282422	9.591
-73.943565	45.416723	13:54:4.263252	8.165
-73.943565	45.417575	13:51:34.268673	9.053
-73.943564	45.415491	12:59:41.400079	7.273
-73.943564	45.415959	12:58:31.404076	7.464
-73.943563	45.414823	13:3:20.395605	8.247
-73.943562	45.419619	13:44:31.281479	9.576
-73.943561	45.416639	12:53:44.411661	7.964
-73.943561	45.418036	13:49:2.272979	9.307
-73.943561	45.418651	12:52:0.414712	9.015
-73.943561	45.419665	13:44:29.281365	9.633
-73.94356	45.414462	13:3:31.395234	8.802
-73.94356	45.416218	12:55:36.408067	7.523
-73.943559	45.414785	13:3:21.393662	8.399
-73.943559	45.41545	12:59:40.399022	7.188
-73.943559	45.416684	13:54:5.263309	8.092
-73.943559	45.418593	13:47:53.273033	8.98
-73.943556	45.415919	12:58:32.402133	7.409
-73.943556	45.416183	14:3:2.246023	7.479
-73.943556	45.417532	13:51:33.268616	8.971
-73.943556	45.41959	13:44:32.280536	9.525
-73.943555	45.414747	13:3:22.393720	8.498
-73.943555	45.415408	12:59:39.400965	7.184
-73.943555	45.416595	12:53:45.412718	7.835
-73.943554	45.416644	13:54:6.262366	7.986
-73.943554	45.417993	13:49:3.279036	9.273
-73.943552	45.416178	12:55:35.408010	7.503
-73.943551	45.414709	13:3:23.392776	8.587
-73.943551	45.415366	12:59:38.401908	7.118
-73.943551	45.418548	13:47:52.275975	8.971
-73.94355	45.414479	13:3:30.392177	8.76
-73.94355	45.418612	12:51:59.416656	9.018
