"Info";"Date";"Time";"TimeStamp";"0,2 - CP_output_pwm";"0,2 - CP_rpms";"0,2 - CP_pressure"
"";"2020-11-30";"13:57:16.999";"37002";"5722";"2569";"9047360"
"";"2020-11-30";"13:57:17.100";"37103";"6163";"2560";"8603070"
"";"2020-11-30";"13:57:17.201";"37204";"6229";"2543";"8594992"
"";"2020-11-30";"13:57:17.301";"37304";"6023";"2510";"8837332"
"";"2020-11-30";"13:57:17.402";"37405";"5869";"2495";"8982736"
"";"2020-11-30";"13:57:17.503";"37506";"5883";"2475";"8990814"
"";"2020-11-30";"13:57:17.603";"37606";"5796";"2458";"9095828"
"";"2020-11-30";"13:57:17.704";"37707";"5640";"2447";"9273544"
"";"2020-11-30";"13:57:17.805";"37808";"5412";"2437";"9523962"
"";"2020-11-30";"13:57:17.906";"37909";"5317";"2430";"9604742"
"";"2020-11-30";"13:57:18.007";"38010";"5309";"2413";"9612820"
"";"2020-11-30";"13:57:18.108";"38111";"5354";"2387";"9572430"
"";"2020-11-30";"13:57:18.208";"38211";"5382";"2365";"9588586"
"";"2020-11-30";"13:57:18.309";"38312";"5563";"2335";"9394714"
"";"2020-11-30";"13:57:18.409";"38412";"5739";"2304";"9208920"
"";"2020-11-30";"13:57:18.510";"38513";"5813";"2295";"9128140"
"";"2020-11-30";"13:57:18.611";"38614";"5848";"2276";"9063516"
"";"2020-11-30";"13:57:18.712";"38715";"5753";"2265";"9184686"
"";"2020-11-30";"13:57:18.813";"38816";"5971";"2251";"8966580"
"";"2020-11-30";"13:57:18.914";"38917";"6267";"2244";"8643460"
"";"2020-11-30";"13:57:19.014";"39017";"5808";"2231";"9055438"
"";"2020-11-30";"13:57:19.115";"39118";"5335";"2202";"9540118"
"";"2020-11-30";"13:57:19.216";"39219";"5357";"2193";"9596664"
"";"2020-11-30";"13:57:19.316";"39319";"5574";"2158";"9297778"
"";"2020-11-30";"13:57:19.417";"39420";"5332";"2140";"9580508"
"";"2020-11-30";"13:57:19.518";"39521";"5521";"2117";"9281622"
"";"2020-11-30";"13:57:19.619";"39622";"3000";"2075";"10525634"
"";"2020-11-30";"13:57:19.720";"39723";"4697";"2037";"10032876"
"";"2020-11-30";"13:57:19.820";"39823";"3000";"2037";"11293044"
"";"2020-11-30";"13:57:19.922";"39925";"3000";"2076";"11252654"
"";"2020-11-30";"13:57:20.022";"40025";"3000";"2162";"12601680"
"";"2020-11-30";"13:57:20.123";"40126";"3000";"2301";"13264076"
"";"2020-11-30";"13:57:20.223";"40226";"3000";"2470";"12940956"
"";"2020-11-30";"13:57:20.324";"40327";"3000";"2701";"12884410"
"";"2020-11-30";"13:57:20.426";"40429";"3000";"2945";"15929816"
"";"2020-11-30";"13:57:20.527";"40530";"3000";"3140";"19912270"
"";"2020-11-30";"13:57:20.628";"40631";"3000";"3245";"20178844"
"";"2020-11-30";"13:57:20.730";"40733";"3000";"3269";"19896114"
"";"2020-11-30";"13:57:20.831";"40834";"3000";"3204";"19888036"
"";"2020-11-30";"13:57:20.932";"40935";"3000";"3199";"19904192"
"";"2020-11-30";"13:57:21.032";"41035";"3000";"3185";"20057674"
"";"2020-11-30";"13:57:21.133";"41136";"3000";"3212";"20033440"
"";"2020-11-30";"13:57:21.233";"41236";"3000";"3236";"19993050"
"";"2020-11-30";"13:57:21.334";"41337";"3000";"3266";"19968816"
"";"2020-11-30";"13:57:21.435";"41438";"3000";"3285";"20017284"
"";"2020-11-30";"13:57:21.536";"41539";"3000";"3294";"20106142"
"";"2020-11-30";"13:57:21.638";"41641";"3000";"3276";"20041518"
"";"2020-11-30";"13:57:21.738";"41741";"3000";"3288";"20025362"
"";"2020-11-30";"13:57:21.839";"41842";"3000";"3279";"19936504"
"";"2020-11-30";"13:57:21.941";"41944";"3000";"3291";"19920348"
"";"2020-11-30";"13:57:22.041";"42044";"3000";"3296";"19896114"
"";"2020-11-30";"13:57:22.143";"42146";"3000";"3298";"19871880"
"";"2020-11-30";"13:57:22.243";"42246";"3000";"3314";"19855724"
"";"2020-11-30";"13:57:22.343";"42346";"3000";"3313";"19847646"
"";"2020-11-30";"13:57:22.444";"42447";"3000";"3306";"19678008"
"";"2020-11-30";"13:57:22.545";"42548";"3000";"3310";"16810318"
"";"2020-11-30";"13:57:22.646";"42649";"7489";"3335";"6518946"
"";"2020-11-30";"13:57:22.747";"42750";"7102";"3384";"6761286"
"";"2020-11-30";"13:57:22.847";"42850";"7430";"3403";"6486634"
"";"2020-11-30";"13:57:22.948";"42951";"8404";"3360";"5872706"
"";"2020-11-30";"13:57:23.050";"43053";"7589";"3311";"6486634"
"";"2020-11-30";"13:57:23.150";"43153";"5856";"3290";"7964908"
"";"2020-11-30";"13:57:23.251";"43254";"4298";"3277";"9346246"
"";"2020-11-30";"13:57:23.352";"43355";"3000";"3227";"8950424"
"";"2020-11-30";"13:57:23.452";"43455";"5473";"3201";"8441510"
"";"2020-11-30";"13:57:23.553";"43556";"3000";"3217";"10380230"
"";"2020-11-30";"13:57:23.654";"43657";"6136";"3231";"7803348"
"";"2020-11-30";"13:57:23.755";"43758";"3171";"3257";"9645132"
"";"2020-11-30";"13:57:23.856";"43859";"5987";"3245";"7867972"
"";"2020-11-30";"13:57:23.956";"43959";"4543";"3258";"9200842"
"";"2020-11-30";"13:57:24.057";"44060";"3000";"3244";"9087750"
"";"2020-11-30";"13:57:24.158";"44161";"5628";"3236";"8263794"
"";"2020-11-30";"13:57:24.259";"44262";"3000";"3238";"9968252"
"";"2020-11-30";"13:57:24.360";"44363";"6346";"3211";"7625632"
"";"2020-11-30";"13:57:24.462";"44465";"4370";"3225";"9410870"
"";"2020-11-30";"13:57:24.563";"44566";"5108";"3227";"8465744"
"";"2020-11-30";"13:57:24.663";"44666";"5052";"3220";"8788864"
"";"2020-11-30";"13:57:24.764";"44767";"3000";"3229";"9976330"
"";"2020-11-30";"13:57:24.864";"44867";"6517";"3208";"7496384"
"";"2020-11-30";"13:57:24.966";"44969";"4758";"3216";"9079672"
"";"2020-11-30";"13:57:25.067";"45070";"3000";"3205";"9111984"
"";"2020-11-30";"13:57:25.168";"45171";"5557";"3187";"8401120"
"";"2020-11-30";"13:57:25.269";"45272";"3000";"3206";"9766302"
"";"2020-11-30";"13:57:25.369";"45372";"6431";"3178";"7585242"
"";"2020-11-30";"13:57:25.471";"45474";"4039";"3187";"9685522"
"";"2020-11-30";"13:57:25.572";"45575";"5400";"3185";"8530368"
"";"2020-11-30";"13:57:25.673";"45676";"4822";"3191";"9055438"
"";"2020-11-30";"13:57:25.773";"45776";"3000";"3194";"9418948"
"";"2020-11-30";"13:57:25.874";"45877";"5291";"3188";"8667694"
"";"2020-11-30";"13:57:25.974";"45977";"3000";"3214";"9717834"
"";"2020-11-30";"13:57:26.074";"46077";"5680";"3203";"8247638"
"";"2020-11-30";"13:57:26.174";"46177";"3000";"3209";"10388308"
"";"2020-11-30";"13:57:26.277";"46280";"6264";"3214";"7698334"
"";"2020-11-30";"13:57:26.378";"46381";"3000";"3235";"9830926"
"";"2020-11-30";"13:57:26.479";"46482";"5365";"3232";"8441510"
"";"2020-11-30";"13:57:26.580";"46583";"4073";"3257";"9532040"
"";"2020-11-30";"13:57:26.680";"46683";"3000";"3252";"9362402"
"";"2020-11-30";"13:57:26.780";"46783";"4019";"3258";"9588586"
"";"2020-11-30";"13:57:26.881";"46884";"3000";"3255";"11252654"
"";"2020-11-30";"13:57:26.981";"46984";"3000";"3257";"11963518"
"";"2020-11-30";"13:57:27.082";"47085";"3000";"3267";"13869926"
"";"2020-11-30";"13:57:27.183";"47186";"3000";"3293";"17989706"
"";"2020-11-30";"13:57:27.283";"47286";"3000";"3306";"20873552"
"";"2020-11-30";"13:57:27.384";"47387";"3000";"3315";"21527870"
"";"2020-11-30";"13:57:27.485";"47488";"3000";"3288";"21560182"
"";"2020-11-30";"13:57:27.585";"47588";"3000";"3251";"21535948"
"";"2020-11-30";"13:57:27.686";"47689";"3000";"3232";"21479402"
"";"2020-11-30";"13:57:27.787";"47790";"3000";"3253";"21511714"
"";"2020-11-30";"13:57:27.887";"47890";"3000";"3266";"21519792"
"";"2020-11-30";"13:57:27.988";"47991";"3000";"3271";"21544026"
"";"2020-11-30";"13:57:28.089";"48092";"3000";"3284";"21487480"
"";"2020-11-30";"13:57:28.189";"48192";"3000";"3282";"21455168"
"";"2020-11-30";"13:57:28.291";"48294";"3000";"3272";"21430934"
"";"2020-11-30";"13:57:28.392";"48395";"3000";"3268";"21495558"
"";"2020-11-30";"13:57:28.493";"48496";"3000";"3269";"21455168"
"";"2020-11-30";"13:57:28.594";"48597";"3000";"3271";"21406700"
"";"2020-11-30";"13:57:28.695";"48698";"3000";"3270";"21358232"
"";"2020-11-30";"13:57:28.796";"48799";"3000";"3287";"21439012"
"";"2020-11-30";"13:57:28.897";"48900";"3000";"3280";"21455168"
"";"2020-11-30";"13:57:28.997";"49000";"3000";"3287";"21366310"
"";"2020-11-30";"13:57:29.098";"49101";"3000";"3284";"21439012"
"";"2020-11-30";"13:57:29.198";"49201";"3000";"3275";"21398622"
"";"2020-11-30";"13:57:29.299";"49302";"3000";"3268";"21350154"
"";"2020-11-30";"13:57:29.400";"49403";"3000";"3275";"21374388"
"";"2020-11-30";"13:57:29.500";"49503";"3000";"3281";"21414778"
"";"2020-11-30";"13:57:29.601";"49604";"3000";"3279";"21374388"
"";"2020-11-30";"13:57:29.701";"49704";"3000";"3272";"21382466"
"";"2020-11-30";"13:57:29.802";"49805";"3000";"3274";"21333998"
"";"2020-11-30";"13:57:29.903";"49906";"3000";"3280";"21366310"
"";"2020-11-30";"13:57:30.003";"50006";"3000";"3280";"21293608"
"";"2020-11-30";"13:57:30.104";"50107";"3000";"3274";"21333998"
"";"2020-11-30";"13:57:30.205";"50208";"3000";"3278";"21358232"
"";"2020-11-30";"13:57:30.306";"50309";"3000";"3277";"21390544"
"";"2020-11-30";"13:57:30.407";"50410";"3000";"3274";"21366310"
"";"2020-11-30";"13:57:30.507";"50510";"3000";"3265";"21277452"
"";"2020-11-30";"13:57:30.608";"50611";"3000";"3285";"21366310"
"";"2020-11-30";"13:57:30.709";"50712";"3000";"3281";"21382466"
"";"2020-11-30";"13:57:30.810";"50813";"3000";"3276";"21374388"
"";"2020-11-30";"13:57:30.911";"50914";"3000";"3273";"21366310"
"";"2020-11-30";"13:57:31.012";"51015";"3000";"3267";"21382466"
"";"2020-11-30";"13:57:31.113";"51116";"3000";"3267";"21350154"
"";"2020-11-30";"13:57:31.214";"51217";"3000";"3283";"21382466"
"";"2020-11-30";"13:57:31.315";"51318";"3000";"3271";"21342076"
"";"2020-11-30";"13:57:31.415";"51418";"3000";"3287";"21398622"
"";"2020-11-30";"13:57:31.516";"51519";"3000";"3279";"21366310"
"";"2020-11-30";"13:57:31.617";"51620";"3000";"3271";"21406700"
"";"2020-11-30";"13:57:31.717";"51720";"3000";"3269";"21374388"
"";"2020-11-30";"13:57:31.819";"51822";"3000";"3267";"21350154"
"";"2020-11-30";"13:57:31.919";"51922";"3000";"3265";"21398622"
"";"2020-11-30";"13:57:32.020";"52023";"3000";"3265";"21366310"
"";"2020-11-30";"13:57:32.120";"52123";"3000";"3264";"21333998"
"";"2020-11-30";"13:57:32.220";"52223";"3000";"3285";"21350154"
"";"2020-11-30";"13:57:32.322";"52325";"3000";"3280";"21390544"
"";"2020-11-30";"13:57:32.423";"52426";"3000";"3275";"21390544"
"";"2020-11-30";"13:57:32.524";"52527";"3000";"3275";"21398622"
"";"2020-11-30";"13:57:32.624";"52627";"3000";"3273";"21398622"
"";"2020-11-30";"13:57:32.725";"52728";"3000";"3271";"21358232"
"";"2020-11-30";"13:57:32.825";"52828";"3000";"3266";"21317842"
"";"2020-11-30";"13:57:32.927";"52930";"3000";"3268";"21350154"
"";"2020-11-30";"13:57:33.028";"53031";"3000";"3276";"21325920"
"";"2020-11-30";"13:57:33.130";"53133";"3000";"3280";"21358232"
"";"2020-11-30";"13:57:33.232";"53235";"3000";"3279";"21350154"
"";"2020-11-30";"13:57:33.333";"53336";"3000";"3275";"21358232"
"";"2020-11-30";"13:57:33.433";"53436";"3000";"3269";"21325920"
"";"2020-11-30";"13:57:33.534";"53537";"3000";"3284";"21325920"
"";"2020-11-30";"13:57:33.635";"53638";"3000";"3282";"21325920"
"";"2020-11-30";"13:57:33.736";"53739";"3000";"3268";"21301686"
"";"2020-11-30";"13:57:33.837";"53840";"3000";"3265";"21317842"
"";"2020-11-30";"13:57:33.938";"53941";"3000";"3283";"21325920"
"";"2020-11-30";"13:57:34.039";"54042";"3000";"3279";"21293608"
"";"2020-11-30";"13:57:34.140";"54143";"3000";"3255";"21285530"
"";"2020-11-30";"13:57:34.240";"54243";"3000";"3259";"21325920"
"";"2020-11-30";"13:57:34.341";"54344";"3000";"3262";"21342076"
"";"2020-11-30";"13:57:34.441";"54444";"3000";"3262";"21293608"
"";"2020-11-30";"13:57:34.541";"54544";"3000";"3269";"21301686"
"";"2020-11-30";"13:57:34.642";"54645";"3000";"3281";"21374388"
"";"2020-11-30";"13:57:34.742";"54745";"3000";"3272";"21333998"
"";"2020-11-30";"13:57:34.843";"54846";"3000";"3264";"21301686"
"";"2020-11-30";"13:57:34.944";"54947";"3000";"3262";"21309764"
"";"2020-11-30";"13:57:35.046";"55049";"3000";"3260";"21301686"
"";"2020-11-30";"13:57:35.147";"55150";"3000";"3259";"21325920"
"";"2020-11-30";"13:57:35.249";"55252";"3000";"3282";"21358232"
"";"2020-11-30";"13:57:35.349";"55352";"3000";"3276";"21350154"
"";"2020-11-30";"13:57:35.451";"55454";"3000";"3271";"21285530"
"";"2020-11-30";"13:57:35.553";"55556";"3000";"3284";"21350154"
"";"2020-11-30";"13:57:35.652";"55655";"3000";"3279";"21325920"
"";"2020-11-30";"13:57:35.753";"55756";"3000";"3278";"21325920"
"";"2020-11-30";"13:57:35.855";"55858";"3000";"3277";"21333998"
"";"2020-11-30";"13:57:35.954";"55957";"3000";"3272";"21390544"
"";"2020-11-30";"13:57:36.056";"56059";"3000";"3270";"21366310"
"";"2020-11-30";"13:57:36.157";"56160";"3000";"3267";"21333998"
"";"2020-11-30";"13:57:36.258";"56261";"3000";"3283";"21342076"
"";"2020-11-30";"13:57:36.358";"56361";"6566";"3281";"7044016"
"";"2020-11-30";"13:57:36.459";"56462";"10000";"3345";"2964626"
"";"2020-11-30";"13:57:36.560";"56563";"10000";"3422";"3384682"
"";"2020-11-30";"13:57:36.662";"56665";"10000";"3399";"4434822"
"";"2020-11-30";"13:57:36.764";"56767";"8655";"3323";"5759614"
"";"2020-11-30";"13:57:36.864";"56867";"6488";"3270";"7423682"
"";"2020-11-30";"13:57:36.964";"56967";"4370";"3258";"9249310"
"";"2020-11-30";"13:57:37.065";"57068";"3000";"3226";"9120062"
"";"2020-11-30";"13:57:37.165";"57168";"5305";"3200";"8627304"
"";"2020-11-30";"13:57:37.266";"57269";"3000";"3222";"9847082"
"";"2020-11-30";"13:57:37.367";"57370";"5842";"3213";"8094156"
"";"2020-11-30";"13:57:37.468";"57471";"3257";"3246";"9822848"
"";"2020-11-30";"13:57:37.568";"57571";"5832";"3234";"8045688"
"";"2020-11-30";"13:57:37.669";"57672";"5292";"3226";"8578836"
"";"2020-11-30";"13:57:37.770";"57773";"3000";"3240";"9879394"
"";"2020-11-30";"13:57:37.870";"57873";"6418";"3211";"7577164"
"";"2020-11-30";"13:57:37.970";"57973";"5111";"3219";"8756552"
"";"2020-11-30";"13:57:38.071";"58074";"3000";"3194";"9887472"
"";"2020-11-30";"13:57:38.171";"58174";"6361";"3144";"7722568"
"";"2020-11-30";"13:57:38.271";"58274";"5060";"3144";"8934268"
"";"2020-11-30";"13:57:38.373";"58376";"3349";"3130";"9903628"
"";"2020-11-30";"13:57:38.473";"58476";"6797";"3088";"7415604"
"";"2020-11-30";"13:57:38.574";"58577";"5606";"3090";"8481900"
"";"2020-11-30";"13:57:38.675";"58678";"4491";"3067";"9556274"
"";"2020-11-30";"13:57:38.775";"58778";"5641";"3029";"8546524"
"";"2020-11-30";"13:57:38.876";"58879";"5905";"2971";"8393042"
"";"2020-11-30";"13:57:38.976";"58979";"6670";"2926";"7722568"
"";"2020-11-30";"13:57:39.078";"59081";"6841";"2910";"7609476"
"";"2020-11-30";"13:57:39.179";"59182";"7221";"2921";"7262122"
"";"2020-11-30";"13:57:39.280";"59283";"7137";"2943";"7318668"
"";"2020-11-30";"13:57:39.380";"59383";"7233";"2979";"7181342"
"";"2020-11-30";"13:57:39.481";"59484";"7115";"3007";"7254044"
"";"2020-11-30";"13:57:39.582";"59585";"7506";"3030";"6906690"
"";"2020-11-30";"13:57:39.682";"59685";"7199";"3053";"7124796"
"";"2020-11-30";"13:57:39.783";"59786";"7456";"3077";"6890534"
"";"2020-11-30";"13:57:39.883";"59886";"7523";"3085";"6817832"
"";"2020-11-30";"13:57:39.984";"59987";"7460";"3105";"6850144"
"";"2020-11-30";"13:57:40.085";"60088";"7657";"3114";"6688584"
"";"2020-11-30";"13:57:40.186";"60189";"7663";"3117";"6672428"
"";"2020-11-30";"13:57:40.287";"60290";"7608";"3135";"6696662"
"";"2020-11-30";"13:57:40.388";"60391";"7720";"3127";"6623960"
"";"2020-11-30";"13:57:40.489";"60492";"7717";"3123";"6623960"
"";"2020-11-30";"13:57:40.590";"60593";"7720";"3121";"6632038"
"";"2020-11-30";"13:57:40.691";"60694";"7942";"3120";"6470478"
"";"2020-11-30";"13:57:40.792";"60795";"7691";"3120";"6648194"
"";"2020-11-30";"13:57:40.893";"60896";"7636";"3118";"6696662"
"";"2020-11-30";"13:57:40.994";"60997";"7792";"3132";"6567414"
"";"2020-11-30";"13:57:41.094";"61097";"7521";"3125";"6777442"
"";"2020-11-30";"13:57:41.194";"61197";"7569";"3122";"6745130"
"";"2020-11-30";"13:57:41.295";"61298";"7698";"3135";"6632038"
"";"2020-11-30";"13:57:41.396";"61399";"7400";"3147";"6842066"
"";"2020-11-30";"13:57:41.496";"61499";"7575";"3132";"6728974"
"";"2020-11-30";"13:57:41.598";"61601";"7717";"3144";"6607804"
"";"2020-11-30";"13:57:41.699";"61702";"7447";"3142";"6809754"
"";"2020-11-30";"13:57:41.800";"61803";"9632";"3099";"5428416"
"";"2020-11-30";"13:57:41.901";"61904";"10000";"2847";"3788582"
"";"2020-11-30";"13:57:42.001";"62004";"10000";"2506";"2827300"
"";"2020-11-30";"13:57:42.101";"62104";"10000";"2168";"2124514"
"";"2020-11-30";"13:57:42.202";"62205";"10000";"1861";"1559054"
"";"2020-11-30";"13:57:42.303";"62306";"10000";"1579";"1163232"
"";"2020-11-30";"13:57:42.404";"62407";"10000";"1345";"856268"
"";"2020-11-30";"13:57:42.504";"62507";"3000";"1168";"1082452"
"";"2020-11-30";"13:57:42.605";"62608";"3000";"1229";"1421728"
"";"2020-11-30";"13:57:42.705";"62708";"10000";"1441";"1373260"
"";"2020-11-30";"13:57:42.807";"62810";"10000";"1571";"1413650"
"";"2020-11-30";"13:57:42.907";"62910";"10000";"1543";"1227856"
"";"2020-11-30";"13:57:43.007";"63010";"10000";"1403";"1050140"
"";"2020-11-30";"13:57:43.108";"63111";"3000";"1253";"1292480"
"";"2020-11-30";"13:57:43.209";"63212";"3000";"1253";"1413650"
"";"2020-11-30";"13:57:43.309";"63312";"10000";"1422";"1397494"
"";"2020-11-30";"13:57:43.409";"63412";"10000";"1524";"1567132"
"";"2020-11-30";"13:57:43.512";"63515";"10000";"1536";"1623678"
"";"2020-11-30";"13:57:43.612";"63615";"10000";"1504";"1462118"
"";"2020-11-30";"13:57:43.713";"63716";"10000";"1449";"1526742"
"";"2020-11-30";"13:57:43.814";"63817";"10000";"1410";"1413650"
"";"2020-11-30";"13:57:43.914";"63917";"10000";"1393";"1518664"
"";"2020-11-30";"13:57:44.015";"64018";"10000";"1386";"1462118"
"";"2020-11-30";"13:57:44.115";"64118";"10000";"1382";"1429806"
"";"2020-11-30";"13:57:44.216";"64219";"10000";"1368";"1389416"
"";"2020-11-30";"13:57:44.317";"64320";"10000";"1375";"1510586"
"";"2020-11-30";"13:57:44.417";"64420";"10000";"1378";"1486352"
"";"2020-11-30";"13:57:44.518";"64521";"10000";"1392";"1542898"
"";"2020-11-30";"13:57:44.618";"64621";"10000";"1385";"1510586"
"";"2020-11-30";"13:57:44.719";"64722";"10000";"1382";"1421728"
"";"2020-11-30";"13:57:44.819";"64822";"10000";"1398";"1559054"
"";"2020-11-30";"13:57:44.921";"64924";"10000";"1388";"1510586"
"";"2020-11-30";"13:57:45.022";"65025";"10000";"1383";"1252090"
"";"2020-11-30";"13:57:45.122";"65125";"3208";"1297";"945126"
"";"2020-11-30";"13:57:45.225";"65228";"3000";"1148";"589694"
"";"2020-11-30";"13:57:45.326";"65329";"3000";"1015";"444290"
"";"2020-11-30";"13:57:45.427";"65430";"3000";"875";"315042"
"";"2020-11-30";"13:57:45.527";"65530";"3000";"749";"242340"
"";"2020-11-30";"13:57:45.628";"65631";"3000";"664";"226184"
"";"2020-11-30";"13:57:45.728";"65731";"3000";"566";"177716"
"";"2020-11-30";"13:57:45.829";"65832";"3000";"517";"32312"
"";"2020-11-30";"13:57:45.929";"65932";"3000";"496";"137326"
"";"2020-11-30";"13:57:46.030";"66033";"3000";"370";"161560"
"";"2020-11-30";"13:57:46.131";"66134";"3000";"228";"161560"
"";"2020-11-30";"13:57:46.231";"66234";"3000";"167";"56546"
"";"2020-11-30";"13:57:46.330";"66333";"3000";"140";"56546"
"";"2020-11-30";"13:57:46.432";"66435";"3000";"129";"8078"
"";"2020-11-30";"13:57:46.532";"66535";"3000";"124";"16156"
"";"2020-11-30";"13:57:46.632";"66635";"3000";"122";"16156"
"";"2020-11-30";"13:57:46.733";"66736";"3000";"121";"0"
"";"2020-11-30";"13:57:46.834";"66837";"3000";"120";"0"
"";"2020-11-30";"13:57:46.935";"66938";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.035";"67038";"3000";"120";"0"
"";"2020-11-30";"13:57:47.136";"67139";"3000";"120";"0"
"";"2020-11-30";"13:57:47.237";"67240";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.337";"67340";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.438";"67441";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.539";"67542";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.640";"67643";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.741";"67744";"3000";"120";"8078"
"";"2020-11-30";"13:57:47.841";"67844";"3000";"120";"0"
"";"2020-11-30";"13:57:47.942";"67945";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.044";"68047";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.143";"68146";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.245";"68248";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.346";"68349";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.446";"68449";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.547";"68550";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.647";"68650";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.748";"68751";"3000";"120";"8078"
"";"2020-11-30";"13:57:48.849";"68852";"3000";"120";"16156"
"";"2020-11-30";"13:57:48.950";"68953";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.051";"69054";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.152";"69155";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.253";"69256";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.354";"69357";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.454";"69457";"3000";"120";"0"
"";"2020-11-30";"13:57:49.555";"69558";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.656";"69659";"3000";"120";"0"
"";"2020-11-30";"13:57:49.757";"69760";"3000";"120";"8078"
"";"2020-11-30";"13:57:49.858";"69861";"3000";"120";"16156"
"";"2020-11-30";"13:57:49.959";"69962";"3000";"120";"16156"
"";"2020-11-30";"13:57:50.060";"70063";"3000";"120";"16156"
"";"2020-11-30";"13:57:50.161";"70164";"3000";"120";"0"
"";"2020-11-30";"13:57:50.261";"70264";"3000";"120";"8078"
"";"2020-11-30";"13:57:50.362";"70365";"3000";"120";"8078"
"";"2020-11-30";"13:57:50.462";"70465";"3000";"120";"8078"
"";"2020-11-30";"13:57:50.563";"70566";"3000";"120";"8078"
"";"2020-11-30";"13:57:50.664";"70667";"3000";"120";"16156"
"";"2020-11-30";"13:57:50.765";"70768";"3000";"120";"16156"
"";"2020-11-30";"13:57:50.865";"70868";"3000";"120";"8078"
"";"2020-11-30";"13:57:50.967";"70970";"3000";"120";"8078"
"";"2020-11-30";"13:57:51.068";"71071";"3000";"120";"8078"
"";"2020-11-30";"13:57:51.169";"71172";"3000";"120";"8078"
"";"2020-11-30";"13:57:51.270";"71273";"3000";"120";"16156"
"";"2020-11-30";"13:57:51.370";"71373";"3000";"120";"0"
"";"2020-11-30";"13:57:51.471";"71474";"3000";"120";"8078"
"";"2020-11-30";"13:57:51.571";"71574";"3000";"120";"16156"
"";"2020-11-30";"13:57:51.672";"71675";"3000";"120";"16156"
"";"2020-11-30";"13:57:51.773";"71776";"3000";"120";"16156"
"";"2020-11-30";"13:57:51.874";"71877";"3000";"120";"8078"
"";"2020-11-30";"13:57:51.974";"71977";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.075";"72078";"3000";"120";"16156"
"";"2020-11-30";"13:57:52.176";"72179";"3000";"120";"16156"
"";"2020-11-30";"13:57:52.277";"72280";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.378";"72381";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.479";"72482";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.580";"72583";"3000";"120";"16156"
"";"2020-11-30";"13:57:52.681";"72684";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.782";"72785";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.882";"72885";"3000";"120";"8078"
"";"2020-11-30";"13:57:52.983";"72986";"3000";"120";"8078"
"";"2020-11-30";"13:57:53.084";"73087";"3000";"120";"8078"
"";"2020-11-30";"13:57:53.185";"73188";"3000";"120";"8078"
"";"2020-11-30";"13:57:53.287";"73290";"3000";"120";"0"
"";"2020-11-30";"13:57:53.387";"73390";"3000";"120";"8078"
"";"2020-11-30";"13:57:53.487";"73490";"3000";"120";"16156"
"";"2020-11-30";"13:57:53.588";"73591";"3000";"120";"16156"
"";"2020-11-30";"13:57:53.688";"73691";"3000";"120";"0"
"";"2020-11-30";"13:57:53.789";"73792";"3000";"120";"8078"
"";"2020-11-30";"13:57:53.890";"73893";"3000";"120";"0"
"";"2020-11-30";"13:57:53.990";"73993";"3000";"120";"8078"
"";"2020-11-30";"13:57:54.091";"74094";"3000";"120";"16156"
"";"2020-11-30";"13:57:54.192";"74195";"3000";"120";"8078"
"";"2020-11-30";"13:57:54.293";"74296";"3000";"120";"16156"
"";"2020-11-30";"13:57:54.394";"74397";"3000";"120";"8078"
"";"2020-11-30";"13:57:54.494";"74497";"3000";"120";"24234"
"";"2020-11-30";"13:57:54.595";"74598";"3000";"120";"16156"
"";"2020-11-30";"13:57:54.695";"74698";"3000";"120";"8078"
"";"2020-11-30";"13:57:54.796";"74799";"3000";"120";"0"
"";"2020-11-30";"13:57:54.896";"74899";"3000";"120";"16156"
"";"2020-11-30";"13:57:54.997";"75000";"3000";"120";"8078"
"";"2020-11-30";"13:57:55.097";"75100";"3000";"120";"16156"
"";"2020-11-30";"13:57:55.197";"75200";"3000";"120";"8078"
"";"2020-11-30";"13:57:55.298";"75301";"3000";"120";"8078"
"";"2020-11-30";"13:57:55.399";"75402";"3000";"120";"16156"
